region_id,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA6322,3,10,0,13,0,27,0,27,0,8,3,11,0,12,0,12,0,14,0,14,0,32,0,32,0,37,4,41,5,41,3,49,0,28,0,28,0,7,0,7,0,6,0,6,8,222,10,240,0,16,0,16,0,31,3,34,0,11,0,11,0,4,0,4,0,19,0,19,0,28,0,28,5,22,3,30,0,35,3,38,0,21,3,24,0,11,0,11,0,3,0,3,5,201,12,218,3,26,0,29,0,58,3,61,0,19,3,22,0,16,0,16,0,33,0,33,0,60,0,60,5,59,7,71,5,76,6,87,0,49,3,52,0,18,0,18,0,9,0,9,13,423,22,458
POA6323,5,28,3,36,0,70,4,74,5,22,0,27,0,14,0,14,0,21,3,24,0,49,4,53,5,77,3,85,8,81,7,96,6,62,3,71,3,7,0,10,4,0,0,4,36,431,27,494,0,25,3,28,3,59,6,68,0,22,0,22,0,8,0,8,0,40,3,43,0,65,8,73,5,70,6,81,4,70,5,79,3,61,3,67,3,10,3,16,0,5,0,5,18,435,37,490,5,53,6,64,3,129,10,142,5,44,0,49,0,22,0,22,0,61,6,67,0,114,12,126,10,147,9,166,12,151,12,175,9,123,6,138,6,17,3,26,4,5,0,9,54,866,64,984
POA6324,0,93,9,102,5,195,10,210,0,102,10,112,3,79,6,88,3,113,7,123,3,165,10,178,3,208,13,224,7,191,15,213,17,116,5,138,13,68,3,84,14,12,0,26,68,1342,88,1498,0,83,9,92,0,198,6,204,5,79,7,91,0,58,3,61,4,143,7,154,0,185,10,195,5,217,15,237,6,203,14,223,10,123,3,136,15,65,4,84,27,17,3,47,72,1371,81,1524,0,176,18,194,5,393,16,414,5,181,17,203,3,137,9,149,7,256,14,277,3,350,20,373,8,425,28,461,13,394,29,436,27,239,8,274,28,133,7,168,41,29,3,73,140,2713,169,3022
POA6326,0,17,3,20,0,30,0,30,3,15,3,21,0,7,3,10,0,21,3,24,0,26,3,29,3,38,0,41,3,48,3,54,3,24,3,30,0,9,0,9,0,0,0,0,12,235,21,268,0,12,0,12,0,25,0,25,0,18,0,18,0,6,0,6,0,25,3,28,0,25,0,25,3,37,0,40,0,45,4,49,0,21,0,21,3,7,3,13,3,0,0,3,9,221,10,240,0,29,3,32,0,55,0,55,3,33,3,39,0,13,3,16,0,46,6,52,0,51,3,54,6,75,0,81,3,93,7,103,3,45,3,51,3,16,3,22,3,0,0,3,21,456,31,508
POA6327,0,6,0,6,0,19,0,19,0,16,0,16,0,8,0,8,0,7,0,7,0,29,0,29,0,29,3,32,0,23,0,23,0,10,3,13,0,7,0,7,0,0,0,0,0,154,6,160,0,10,0,10,0,20,0,20,0,9,0,9,0,3,0,3,0,10,0,10,0,28,0,28,0,20,0,20,0,22,0,22,0,3,0,3,0,5,3,8,0,3,0,3,0,133,3,136,0,16,0,16,0,39,0,39,0,25,0,25,0,11,0,11,0,17,0,17,0,57,0,57,0,49,3,52,0,45,0,45,0,13,3,16,0,12,3,15,0,3,0,3,0,287,9,296
POA6328,0,9,0,9,0,36,0,36,0,8,0,8,0,10,0,10,0,23,0,23,3,27,6,36,0,40,0,40,0,26,0,26,3,23,0,26,3,11,0,14,0,0,0,0,9,213,6,228,0,7,0,7,0,33,0,33,0,11,0,11,0,11,0,11,0,16,0,16,0,26,0,26,3,40,3,46,0,21,3,24,0,19,3,22,0,3,0,3,0,0,0,0,3,187,9,199,0,16,0,16,0,69,0,69,0,19,0,19,0,21,0,21,0,39,0,39,3,53,6,62,3,80,3,86,0,47,3,50,3,42,3,48,3,14,0,17,0,0,0,0,12,400,15,427
POA6330,12,989,52,1053,90,2186,92,2368,29,1088,67,1184,22,783,111,916,30,1419,193,1642,49,1838,190,2077,73,1983,138,2194,92,1920,102,2114,118,1268,46,1432,152,737,55,944,105,140,18,263,772,14351,1064,16187,11,933,46,990,37,2063,83,2183,23,1047,37,1107,13,752,32,797,40,1602,57,1699,58,2091,78,2227,93,2264,67,2424,94,2023,70,2187,120,1403,42,1565,219,796,54,1069,253,203,29,485,961,15177,595,16733,23,1922,98,2043,127,4249,175,4551,52,2135,104,2291,35,1535,143,1713,70,3021,250,3341,107,3929,268,4304,166,4247,205,4618,186,3943,172,4301,238,2671,88,2997,371,1533,109,2013,358,343,47,748,1733,29528,1659,32920
POA6333,3,141,10,154,4,338,24,366,0,145,10,155,0,80,7,87,3,156,10,169,15,242,17,274,10,393,28,431,16,384,18,418,20,291,12,323,12,120,8,140,13,24,0,37,96,2314,144,2554,0,129,8,137,3,325,16,344,4,128,0,132,3,61,4,68,3,200,11,214,0,347,17,364,23,388,23,434,19,385,13,417,32,271,7,310,24,123,8,155,25,31,9,65,136,2388,116,2640,3,270,18,291,7,663,40,710,4,273,10,287,3,141,11,155,6,356,21,383,15,589,34,638,33,781,51,865,35,769,31,835,52,562,19,633,36,243,16,295,38,55,9,102,232,4702,260,5194
POA6335,0,38,3,41,0,70,5,75,0,16,3,19,0,26,4,30,0,44,0,44,4,47,3,54,0,56,3,59,0,55,3,58,5,26,0,31,4,8,0,12,0,0,0,0,13,386,24,423,0,45,3,48,3,64,5,72,0,10,0,10,4,17,0,21,3,47,0,50,0,52,3,55,3,49,3,55,4,50,0,54,0,21,0,21,3,14,0,17,4,4,3,11,24,373,17,414,0,83,6,89,3,134,10,147,0,26,3,29,4,43,4,51,3,91,0,94,4,99,6,109,3,105,6,114,4,105,3,112,5,47,0,52,7,22,0,29,4,4,3,11,37,759,41,837
POA6336,0,3,3,6,0,18,3,21,0,3,0,3,0,3,0,3,0,17,0,17,0,20,0,20,0,17,3,20,0,23,0,23,3,11,0,14,3,3,0,6,0,0,0,0,6,118,9,133,0,6,0,6,0,23,0,23,3,0,0,3,0,4,3,7,0,16,0,16,0,11,0,11,0,18,0,18,3,18,3,24,0,7,0,7,0,0,0,0,0,0,0,0,6,103,6,115,0,9,3,12,0,41,3,44,3,3,0,6,0,7,3,10,0,33,0,33,0,31,0,31,0,35,3,38,3,41,3,47,3,18,0,21,3,3,0,6,0,0,0,0,12,221,15,248
POA6337,4,19,0,23,0,35,6,41,0,8,0,8,0,12,0,12,0,39,0,39,0,27,0,27,0,47,4,51,0,44,0,44,0,11,0,11,0,3,0,3,0,0,0,0,4,245,10,259,0,19,0,19,0,27,3,30,0,6,0,6,0,12,0,12,0,41,0,41,0,32,0,32,0,43,3,46,0,21,0,21,0,10,0,10,0,0,0,0,0,3,0,3,0,214,6,220,4,38,0,42,0,62,9,71,0,14,0,14,0,24,0,24,0,80,0,80,0,59,0,59,0,90,7,97,0,65,0,65,0,21,0,21,0,3,0,3,0,3,0,3,4,459,16,479
POA6338,0,32,0,32,0,56,3,59,0,10,0,10,0,23,0,23,0,41,7,48,0,46,3,49,0,76,5,81,3,59,0,62,3,31,3,37,3,11,3,17,0,0,0,0,9,385,24,418,0,27,3,30,0,48,4,52,0,5,3,8,0,7,0,7,3,35,3,41,0,56,3,59,0,47,4,51,0,48,3,51,0,20,0,20,5,10,0,15,0,0,0,0,8,303,23,334,0,59,3,62,0,104,7,111,0,15,3,18,0,30,0,30,3,76,10,89,0,102,6,108,0,123,9,132,3,107,3,113,3,51,3,57,8,21,3,32,0,0,0,0,17,688,47,752
POA6341,0,9,0,9,0,21,0,21,0,9,0,9,0,4,0,4,0,28,0,28,3,19,3,25,0,21,0,21,0,22,5,27,0,6,0,6,0,4,0,4,0,0,0,0,3,143,8,154,0,11,0,11,0,13,0,13,0,0,0,0,0,8,0,8,0,19,0,19,0,28,0,28,0,14,3,17,3,19,0,22,0,5,0,5,0,0,0,0,0,0,0,0,3,117,3,123,0,20,0,20,0,34,0,34,0,9,0,9,0,12,0,12,0,47,0,47,3,47,3,53,0,35,3,38,3,41,5,49,0,11,0,11,0,4,0,4,0,0,0,0,6,260,11,277
POA6343,0,8,0,8,0,20,0,20,3,3,0,6,0,5,0,5,0,15,0,15,0,19,0,19,0,22,3,25,0,12,0,12,3,10,0,13,0,4,0,4,0,0,0,0,6,118,3,127,0,19,0,19,0,19,0,19,0,3,0,3,0,0,0,0,0,19,0,19,3,16,0,19,0,14,0,14,0,17,0,17,0,3,0,3,0,0,0,0,0,0,0,0,3,110,0,113,0,27,0,27,0,39,0,39,3,6,0,9,0,5,0,5,0,34,0,34,3,35,0,38,0,36,3,39,0,29,0,29,3,13,0,16,0,4,0,4,0,0,0,0,9,228,3,240
POA6346,0,22,0,22,3,50,0,53,0,15,0,15,0,26,3,29,0,75,7,82,3,76,5,84,0,79,0,79,0,42,4,46,5,21,0,26,3,5,0,8,0,0,0,0,14,411,19,444,0,26,0,26,3,43,0,46,3,8,0,11,0,16,0,16,0,44,5,49,0,37,0,37,0,50,0,50,0,30,0,30,3,10,0,13,3,6,0,9,0,3,0,3,12,273,5,290,0,48,0,48,6,93,0,99,3,23,0,26,0,42,3,45,0,119,12,131,3,113,5,121,0,129,0,129,0,72,4,76,8,31,0,39,6,11,0,17,0,3,0,3,26,684,24,734
POA6348,0,71,3,74,0,91,9,100,0,10,3,13,0,20,3,23,3,78,8,89,3,100,10,113,3,99,6,108,7,84,12,103,3,61,10,74,4,25,6,35,0,0,0,0,23,639,70,732,0,59,5,64,0,89,7,96,0,11,0,11,0,23,3,26,0,101,5,106,0,84,4,88,3,82,5,90,0,67,9,76,3,61,9,73,3,16,7,26,3,3,3,9,12,596,57,665,0,130,8,138,0,180,16,196,0,21,3,24,0,43,6,49,3,179,13,195,3,184,14,201,6,181,11,198,7,151,21,179,6,122,19,147,7,41,13,61,3,3,3,9,35,1235,127,1397
POA6350,0,3,0,3,0,10,0,10,0,4,0,4,0,3,0,3,0,7,0,7,0,14,3,17,3,16,0,19,0,13,0,13,3,19,0,22,0,4,0,4,3,3,0,6,9,96,3,108,0,3,0,3,0,11,0,11,0,3,0,3,0,3,0,3,0,12,0,12,3,9,0,12,3,14,0,17,0,15,0,15,3,8,0,11,0,5,0,5,0,0,0,0,9,83,0,92,0,6,0,6,0,21,0,21,0,7,0,7,0,6,0,6,0,19,0,19,3,23,3,29,6,30,0,36,0,28,0,28,6,27,0,33,0,9,0,9,3,3,0,6,18,179,3,200
POA6352,0,17,0,17,0,29,3,32,0,5,0,5,0,8,0,8,0,34,3,37,0,34,0,34,3,30,0,33,0,32,0,32,3,16,0,19,0,4,0,4,0,0,0,0,6,209,6,221,0,17,0,17,0,28,3,31,0,7,0,7,0,4,0,4,0,30,0,30,0,22,0,22,0,34,0,34,0,19,3,22,0,12,0,12,0,8,0,8,0,0,0,0,0,181,6,187,0,34,0,34,0,57,6,63,0,12,0,12,0,12,0,12,0,64,3,67,0,56,0,56,3,64,0,67,0,51,3,54,3,28,0,31,0,12,0,12,0,0,0,0,6,390,12,408
POA6353,0,22,3,25,0,54,0,54,0,11,0,11,0,20,0,20,0,36,0,36,0,63,0,63,3,59,0,62,3,49,3,55,3,26,0,29,0,13,3,16,3,5,0,8,12,358,9,379,0,19,3,22,3,58,0,61,0,13,3,16,0,9,3,12,0,42,0,42,0,48,3,51,0,53,0,53,0,45,3,48,0,23,0,23,3,14,3,20,0,3,0,3,6,327,18,351,0,41,6,47,3,112,0,115,0,24,3,27,0,29,3,32,0,78,0,78,0,111,3,114,3,112,0,115,3,94,6,103,3,49,0,52,3,27,6,36,3,8,0,11,18,685,27,730
POA6355,0,29,0,29,4,57,5,66,0,10,0,10,0,10,0,10,0,66,0,66,0,72,5,77,0,82,3,85,3,69,6,78,0,24,0,24,0,15,0,15,0,0,4,4,7,434,23,464,0,42,0,42,0,60,0,60,0,4,0,4,0,11,0,11,3,57,0,60,0,57,0,57,0,70,0,70,3,51,0,54,0,20,6,26,0,7,0,7,0,0,0,0,6,379,6,391,0,71,0,71,4,117,5,126,0,14,0,14,0,21,0,21,3,123,0,126,0,129,5,134,0,152,3,155,6,120,6,132,0,44,6,50,0,22,0,22,0,0,4,4,13,813,29,855
POA6358,0,9,0,9,0,11,0,11,0,4,0,4,0,3,0,3,0,15,0,15,0,12,0,12,0,31,0,31,3,16,0,19,0,11,3,14,0,5,0,5,0,3,3,6,3,120,6,129,0,6,0,6,0,14,0,14,0,6,0,6,0,3,0,3,0,11,0,11,0,15,0,15,0,23,0,23,3,17,3,23,0,10,0,10,0,0,0,0,0,0,0,0,3,105,3,111,0,15,0,15,0,25,0,25,0,10,0,10,0,6,0,6,0,26,0,26,0,27,0,27,0,54,0,54,6,33,3,42,0,21,3,24,0,5,0,5,0,3,3,6,6,225,9,240
POA6359,0,13,0,13,0,27,0,27,0,5,0,5,0,21,9,30,3,60,15,78,0,53,12,65,0,41,12,53,3,24,5,32,0,20,0,20,0,6,0,6,0,0,0,0,6,270,53,329,0,18,0,18,3,22,0,25,0,8,0,8,0,9,0,9,0,32,4,36,0,35,0,35,0,20,0,20,0,20,0,20,0,15,0,15,0,3,0,3,0,3,0,3,3,185,4,192,0,31,0,31,3,49,0,52,0,13,0,13,0,30,9,39,3,92,19,114,0,88,12,100,0,61,12,73,3,44,5,52,0,35,0,35,0,9,0,9,0,3,0,3,9,455,57,521
POA6365,0,22,0,22,0,46,0,46,0,10,0,10,0,4,0,4,0,36,0,36,0,51,6,57,0,35,4,39,3,51,0,54,0,29,0,29,5,6,0,11,3,4,0,7,11,294,10,315,0,21,0,21,0,54,0,54,0,4,0,4,0,4,3,7,0,33,0,33,0,45,0,45,0,44,0,44,0,42,0,42,0,21,0,21,3,13,0,16,3,5,0,8,6,286,3,295,0,43,0,43,0,100,0,100,0,14,0,14,0,8,3,11,0,69,0,69,0,96,6,102,0,79,4,83,3,93,0,96,0,50,0,50,8,19,0,27,6,9,0,15,17,580,13,610
POA6367,0,11,0,11,0,18,0,18,0,11,0,11,0,4,0,4,3,14,0,17,0,17,0,17,3,19,0,22,0,18,0,18,0,11,3,14,0,4,0,4,3,0,0,3,9,127,3,139,0,7,0,7,0,30,0,30,0,5,0,5,0,4,0,4,0,16,0,16,0,18,3,21,3,16,0,19,3,16,3,22,0,7,0,7,3,6,0,9,3,3,0,6,12,128,6,146,0,18,0,18,0,48,0,48,0,16,0,16,0,8,0,8,3,30,0,33,0,35,3,38,6,35,0,41,3,34,3,40,0,18,3,21,3,10,0,13,6,3,0,9,21,255,9,285
POA6368,0,5,0,5,0,10,0,10,0,5,0,5,0,7,0,7,0,16,0,16,0,10,0,10,0,24,0,24,0,16,3,19,0,5,0,5,0,0,0,0,0,0,0,0,0,98,3,101,0,3,3,6,0,12,0,12,0,0,0,0,0,5,0,5,0,7,0,7,0,12,0,12,3,15,3,21,0,14,3,17,0,4,0,4,0,0,0,0,0,0,0,0,3,72,9,84,0,8,3,11,0,22,0,22,0,5,0,5,0,12,0,12,0,23,0,23,0,22,0,22,3,39,3,45,0,30,6,36,0,9,0,9,0,0,0,0,0,0,0,0,3,170,12,185
POA6369,0,18,0,18,0,34,3,37,3,12,0,15,0,18,0,18,3,23,3,29,3,37,0,40,0,50,0,50,0,34,4,38,0,38,0,38,4,14,4,22,0,4,6,10,13,282,20,315,0,14,3,17,0,44,0,44,0,9,0,9,0,13,3,16,0,25,3,28,4,32,3,39,0,42,4,46,0,30,0,30,0,30,3,33,7,24,3,34,13,4,3,20,24,267,25,316,0,32,3,35,0,78,3,81,3,21,0,24,0,31,3,34,3,48,6,57,7,69,3,79,0,92,4,96,0,64,4,68,0,68,3,71,11,38,7,56,13,8,9,30,37,549,45,631
POA6370,0,23,0,23,3,21,3,27,0,9,0,9,0,10,0,10,0,20,3,23,0,34,3,37,0,44,4,48,3,43,0,46,3,30,0,33,3,10,0,13,3,3,0,6,15,247,13,275,0,30,0,30,3,37,3,43,0,9,0,9,0,11,0,11,3,26,3,32,0,30,3,33,0,43,0,43,3,26,3,32,0,27,0,27,3,13,3,19,3,0,3,6,15,252,18,285,0,53,0,53,6,58,6,70,0,18,0,18,0,21,0,21,3,46,6,55,0,64,6,70,0,87,4,91,6,69,3,78,3,57,0,60,6,23,3,32,6,3,3,12,30,499,31,560
POA6373,0,8,0,8,4,17,0,21,0,3,0,3,0,7,0,7,0,18,0,18,0,18,0,18,0,24,0,24,0,19,0,19,0,7,0,7,0,5,0,5,0,0,0,0,4,126,0,130,0,9,0,9,0,13,0,13,0,4,0,4,0,3,0,3,0,16,0,16,0,14,0,14,0,22,0,22,0,16,0,16,0,3,0,3,0,4,0,4,0,0,0,0,0,104,0,104,0,17,0,17,4,30,0,34,0,7,0,7,0,10,0,10,0,34,0,34,0,32,0,32,0,46,0,46,0,35,0,35,0,10,0,10,0,9,0,9,0,0,0,0,4,230,0,234
POA6375,6,20,3,29,0,36,5,41,0,10,0,10,0,18,0,18,0,35,3,38,0,47,0,47,0,55,3,58,0,69,4,73,0,55,0,55,4,18,5,27,0,12,0,12,10,375,23,408,0,24,3,27,0,43,3,46,0,10,0,10,3,6,0,9,3,42,3,48,0,48,0,48,3,52,3,58,0,61,0,61,3,50,4,57,3,30,0,33,7,12,3,22,22,378,19,419,6,44,6,56,0,79,8,87,0,20,0,20,3,24,0,27,3,77,6,86,0,95,0,95,3,107,6,116,0,130,4,134,3,105,4,112,7,48,5,60,7,24,3,34,32,753,42,827
POA6383,0,38,3,41,0,64,0,64,0,11,0,11,0,12,0,12,0,29,5,34,0,62,0,62,5,77,4,86,0,88,0,88,7,57,0,64,3,28,0,31,4,7,0,11,19,473,12,504,0,25,3,28,0,72,0,72,0,12,0,12,0,15,0,15,3,48,4,55,3,59,0,62,3,83,3,89,7,76,0,83,4,58,0,62,7,32,4,43,9,8,0,17,36,488,14,538,0,63,6,69,0,136,0,136,0,23,0,23,0,27,0,27,3,77,9,89,3,121,0,124,8,160,7,175,7,164,0,171,11,115,0,126,10,60,4,74,13,15,0,28,55,961,26,1042
POA6386,0,11,0,11,3,21,0,24,0,4,0,4,0,0,0,0,0,5,4,9,0,22,0,22,0,22,0,22,5,21,0,26,0,6,0,6,0,6,0,6,0,0,0,0,8,118,4,130,0,15,0,15,0,22,0,22,0,4,0,4,0,5,0,5,0,10,0,10,0,18,0,18,4,22,0,26,0,16,0,16,0,5,0,5,0,3,0,3,0,0,0,0,4,120,0,124,0,26,0,26,3,43,0,46,0,8,0,8,0,5,0,5,0,15,4,19,0,40,0,40,4,44,0,48,5,37,0,42,0,11,0,11,0,9,0,9,0,0,0,0,12,238,4,254
POA6390,0,70,3,73,3,122,5,130,3,46,13,62,0,43,21,64,0,175,94,269,0,198,79,277,0,192,59,251,0,130,28,158,0,60,11,71,3,21,0,24,5,3,0,8,14,1060,313,1387,0,53,3,56,0,110,5,115,0,35,5,40,0,32,5,37,3,106,11,120,0,140,17,157,0,112,10,122,0,96,10,106,4,41,3,48,5,20,0,25,6,6,0,12,18,751,69,838,0,123,6,129,3,232,10,245,3,81,18,102,0,75,26,101,3,281,105,389,0,338,96,434,0,304,69,373,0,226,38,264,4,101,14,119,8,41,0,49,11,9,0,20,32,1811,382,2225
POA6391,0,41,3,44,0,55,0,55,0,17,0,17,0,23,0,23,0,62,0,62,3,59,4,66,0,70,3,73,0,63,0,63,3,44,0,47,3,16,3,22,3,3,0,6,12,453,13,478,0,31,3,34,0,46,6,52,0,19,0,19,0,18,0,18,0,42,4,46,0,63,3,66,0,75,0,75,0,55,8,63,3,32,3,38,10,15,0,25,0,0,0,0,13,396,27,436,0,72,6,78,0,101,6,107,0,36,0,36,0,41,0,41,0,104,4,108,3,122,7,132,0,145,3,148,0,118,8,126,6,76,3,85,13,31,3,47,3,3,0,6,25,849,40,914
POA6392,0,22,0,22,3,30,3,36,0,7,0,7,0,8,0,8,0,24,0,24,0,33,0,33,0,36,0,36,0,41,0,41,6,19,4,29,0,12,0,12,0,7,0,7,9,239,7,255,0,22,3,25,0,29,3,32,0,8,0,8,0,6,0,6,0,25,0,25,0,36,0,36,0,40,0,40,3,25,3,31,0,19,0,19,3,11,0,14,0,0,0,0,6,221,9,236,0,44,3,47,3,59,6,68,0,15,0,15,0,14,0,14,0,49,0,49,0,69,0,69,0,76,0,76,3,66,3,72,6,38,4,48,3,23,0,26,0,7,0,7,15,460,16,491
POA6393,0,14,0,14,3,24,0,27,0,3,0,3,0,0,0,0,0,13,0,13,0,31,0,31,3,38,3,44,0,32,0,32,0,15,0,15,0,13,0,13,0,4,0,4,6,187,3,196,0,12,0,12,0,24,4,28,0,11,0,11,0,7,0,7,0,15,0,15,3,25,0,28,0,29,3,32,0,27,0,27,0,14,0,14,0,11,0,11,0,0,0,0,3,175,7,185,0,26,0,26,3,48,4,55,0,14,0,14,0,7,0,7,0,28,0,28,3,56,0,59,3,67,6,76,0,59,0,59,0,29,0,29,0,24,0,24,0,4,0,4,9,362,10,381
POA6394,0,13,0,13,0,27,0,27,0,7,0,7,0,6,0,6,0,18,0,18,0,30,0,30,0,49,3,52,0,17,3,20,0,23,0,23,3,6,3,12,0,0,0,0,3,196,9,208,0,22,0,22,0,29,0,29,0,5,0,5,0,10,0,10,0,11,0,11,0,41,0,41,0,27,0,27,0,27,0,27,0,15,0,15,0,8,3,11,0,0,0,0,0,195,3,198,0,35,0,35,0,56,0,56,0,12,0,12,0,16,0,16,0,29,0,29,0,71,0,71,0,76,3,79,0,44,3,47,0,38,0,38,3,14,6,23,0,0,0,0,3,391,12,406
POA6395,0,51,3,54,5,90,3,98,0,36,3,39,0,36,3,39,0,89,3,92,4,82,3,89,0,120,3,123,6,107,3,116,0,64,0,64,6,35,3,44,4,10,0,14,25,720,27,772,3,68,6,77,0,103,4,107,3,29,0,32,0,39,3,42,0,92,3,95,0,92,3,95,5,105,4,114,0,95,0,95,4,64,0,68,12,48,0,60,10,7,0,17,37,742,23,802,3,119,9,131,5,193,7,205,3,65,3,71,0,75,6,81,0,181,6,187,4,174,6,184,5,225,7,237,6,202,3,211,4,128,0,132,18,83,3,104,14,17,0,31,62,1462,50,1574
POA6396,0,21,0,21,0,17,3,20,0,0,0,0,0,9,3,12,0,24,0,24,0,33,4,37,0,31,3,34,0,27,3,30,0,11,0,11,0,7,0,7,0,0,0,0,0,180,16,196,0,18,3,21,0,16,0,16,0,7,0,7,0,3,0,3,0,28,3,31,0,26,0,26,0,17,3,20,0,16,0,16,0,8,0,8,0,5,3,8,0,0,0,0,0,144,12,156,0,39,3,42,0,33,3,36,0,7,0,7,0,12,3,15,0,52,3,55,0,59,4,63,0,48,6,54,0,43,3,46,0,19,0,19,0,12,3,15,0,0,0,0,0,324,28,352
POA6397,0,10,0,10,0,16,0,16,0,10,0,10,0,3,13,16,0,11,30,41,0,22,32,54,0,27,11,38,3,16,11,30,0,16,3,19,0,0,0,0,0,4,0,4,3,135,100,238,0,13,3,16,0,12,0,12,3,6,0,9,0,7,0,7,0,15,0,15,3,18,0,21,0,22,0,22,0,12,0,12,0,9,0,9,0,4,0,4,0,0,3,3,6,118,6,130,0,23,3,26,0,28,0,28,3,16,0,19,0,10,13,23,0,26,30,56,3,40,32,75,0,49,11,60,3,28,11,42,0,25,3,28,0,4,0,4,0,4,3,7,9,253,106,368
