POA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA6286,0,0,0,0,0,0,0,0,19,5,0,0,18,0,0,0,18,3,0,23,29,6,0,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,51,0,0,0,51,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,51,0,0,0,51,3,0,52,8,3,3,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,56,11,3,0,71,0,0,0,71,3,0,73
POA6288,0,0,0,0,0,0,0,0,18,0,0,0,20,0,0,0,20,0,0,21,31,12,4,0,38,0,0,0,38,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,47,13,4,0,70,0,0,0,70,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,13,4,0,70,0,0,0,70,6,0,70,16,0,3,0,15,0,3,3,20,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,64,15,10,0,84,0,3,3,89,7,0,97
POA6290,0,0,0,0,0,0,0,0,25,10,0,0,30,0,0,0,35,4,0,34,33,10,3,0,47,3,0,3,47,4,0,52,4,0,3,0,9,0,0,0,9,0,0,9,0,0,0,5,5,0,0,0,5,0,0,5,60,19,7,5,88,3,0,3,89,9,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,3,3,0,3,3,0,0,3,61,16,7,5,89,6,0,6,92,9,0,104,16,3,0,0,20,5,0,5,25,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,78,21,7,5,103,10,0,10,114,16,0,134
POA6302,3,0,0,0,3,0,0,3,53,19,3,0,77,0,0,0,77,3,0,83,148,28,3,0,178,0,0,0,180,4,0,181,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,206,40,6,4,258,0,0,0,259,8,0,272,0,0,0,0,0,4,0,4,4,0,0,3,3,0,0,0,3,3,0,3,11,0,0,11,3,0,0,0,3,6,0,6,8,0,0,13,210,40,6,4,265,10,0,10,273,8,0,288,80,16,6,3,98,4,0,4,100,30,0,128,0,0,0,0,0,0,0,0,0,0,4,4,286,58,10,8,363,9,0,9,373,38,3,415
POA6304,0,0,0,0,0,0,0,0,32,6,0,0,35,0,0,0,37,0,0,42,52,5,0,0,63,0,0,0,63,5,0,72,0,0,5,0,7,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,88,9,6,0,105,0,0,0,103,12,0,118,0,0,0,0,0,4,0,4,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,4,0,4,3,0,0,3,94,9,6,0,109,3,0,3,112,12,0,120,32,6,0,8,46,0,0,0,48,18,0,57,0,0,0,0,0,0,0,0,0,0,0,0,119,14,10,8,148,3,0,3,157,28,0,180
POA6306,0,0,0,0,0,0,0,0,19,0,0,0,18,0,0,0,18,0,0,18,48,0,0,0,48,0,0,0,48,7,0,56,0,3,0,0,5,0,0,0,5,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,72,6,0,0,79,0,0,0,79,3,0,83,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,3,0,3,74,6,0,0,81,0,0,0,81,9,0,88,15,4,3,0,26,3,0,3,28,4,0,32,0,0,0,0,0,0,0,0,0,0,0,3,97,8,3,0,107,3,0,3,111,15,0,123
POA6308,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,83,4,3,0,86,0,0,0,86,0,0,86,0,0,7,0,7,0,0,0,7,0,0,7,4,0,0,0,5,0,0,0,5,0,0,5,104,4,7,0,117,0,0,0,117,0,0,117,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,6,4,0,0,4,107,4,7,0,118,3,0,6,120,0,0,120,53,0,3,3,55,0,0,0,55,14,0,69,0,0,0,0,0,0,0,0,0,0,0,3,152,3,13,3,172,3,0,6,180,14,0,190
POA6309,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,6,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,30,0,0,0,30,0,0,30
POA6311,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,29,35,5,0,0,40,0,0,0,40,0,0,40,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,5,0,0,65,0,0,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,0,0,65,0,0,0,65,0,0,65,16,3,0,0,14,0,0,0,14,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,76,6,0,0,82,0,0,0,82,3,0,83
POA6312,0,0,0,0,0,0,0,0,123,16,3,0,141,4,0,4,146,3,0,146,243,26,7,0,274,0,0,0,274,10,0,283,18,4,9,0,30,0,0,0,30,0,0,33,4,4,0,0,5,0,0,0,5,0,0,5,379,47,20,0,443,4,0,4,447,18,0,468,0,0,0,0,0,8,0,8,8,0,0,5,5,0,0,0,5,0,0,0,5,3,0,12,8,0,0,0,8,8,0,8,9,5,0,15,383,47,20,0,452,9,0,9,458,17,0,484,134,14,7,3,151,20,0,16,172,32,0,209,3,3,0,0,3,0,0,0,3,0,8,16,523,62,26,3,609,25,0,28,636,57,13,704
POA6313,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,6,7,0,0,0,7,0,0,0,7,0,0,13,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23,0,0,0,23,0,0,22,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,24,0,0,0,20,0,0,0,20,0,0,23,5,0,0,0,5,0,0,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,33,0,0,0,33,4,0,31
POA6315,0,0,0,0,0,0,0,0,61,3,0,0,65,0,0,0,65,0,0,65,120,16,0,0,135,3,0,3,136,3,0,136,7,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,189,20,0,0,209,3,0,3,206,4,0,216,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,189,20,0,0,209,5,0,5,214,4,0,212,37,3,0,0,38,0,0,0,44,22,0,59,0,0,0,0,0,0,0,0,0,0,0,0,226,21,0,0,244,8,0,8,252,23,0,277
POA6316,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,17,0,0,0,17,0,0,0,17,0,0,18,4,0,3,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,36,0,3,0,41,0,0,0,41,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,41,0,0,0,41,0,0,40,9,0,0,0,9,6,0,6,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,50,6,0,6,54,0,0,53
POA6317,0,0,0,0,0,0,0,0,85,17,0,0,95,0,0,0,98,0,0,103,157,21,0,0,178,7,0,7,180,8,0,187,21,0,0,0,18,0,0,0,18,0,0,18,0,0,0,3,5,0,0,0,5,0,0,5,257,37,0,3,296,3,0,3,298,8,0,313,3,0,0,4,7,6,0,6,9,0,0,9,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,4,12,6,0,6,16,0,0,16,261,37,0,3,309,8,0,8,317,8,0,325,159,13,8,3,181,19,4,20,200,30,0,232,3,0,0,0,3,0,0,0,3,0,0,4,424,47,8,5,489,24,4,30,519,47,0,564
POA6318,0,0,0,0,0,0,0,0,18,0,3,0,20,0,0,0,20,0,0,20,34,0,0,3,33,0,0,0,33,0,0,33,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,3,5,0,0,0,5,0,0,5,50,0,0,5,58,0,0,0,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,5,66,0,0,0,66,0,0,66,9,0,3,0,6,0,0,0,6,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,61,0,3,5,73,0,0,0,73,9,0,78
POA6320,0,0,0,0,0,0,0,0,20,0,3,0,19,0,0,0,19,0,0,19,23,6,0,0,33,0,0,0,33,4,0,32,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,6,3,0,57,0,0,0,57,4,0,59,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,48,6,3,0,57,3,0,3,61,4,0,66,17,7,3,0,25,3,0,3,28,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,70,9,3,0,81,10,0,10,91,9,0,105
POA6321,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,0,5,38,3,0,0,39,0,0,0,39,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,46,0,0,0,46,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,46,0,0,0,46,3,0,49,28,7,0,0,31,0,0,0,31,10,4,43,0,0,0,0,0,0,0,0,0,0,0,0,65,10,0,0,82,0,0,0,82,8,4,92
POA6322,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,13,0,3,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,17,0,3,3,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,3,24,0,0,0,24,0,0,24,0,0,0,4,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,3,3,16,0,3,6,25,0,0,0,25,3,3,30
POA6323,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,11,0,14,30,14,3,0,44,0,0,0,44,4,0,46,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,14,3,3,52,0,0,0,53,10,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14,3,3,54,0,0,0,58,10,0,69,24,6,5,0,39,0,0,0,38,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,64,18,8,3,92,0,0,0,97,15,0,110
POA6324,0,0,0,0,0,0,0,0,72,12,3,0,80,0,0,0,82,16,0,96,151,33,0,0,184,9,0,9,190,10,0,202,12,0,3,0,12,0,0,0,12,0,0,12,0,0,0,3,6,0,0,0,6,0,0,6,229,44,3,5,287,10,0,6,291,27,0,321,0,0,0,0,3,0,0,0,3,10,0,14,12,0,0,0,10,0,0,0,10,0,0,10,8,0,0,0,15,0,0,0,15,10,0,23,240,44,8,5,298,9,0,7,305,30,0,339,101,28,0,3,130,7,7,17,146,14,0,161,0,0,0,0,0,0,0,0,0,0,6,6,342,68,6,7,425,20,6,24,449,53,6,508
POA6326,0,0,0,0,0,0,0,0,14,6,0,0,24,0,0,0,24,3,0,28,25,4,0,0,25,0,0,0,30,0,0,27,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,54,0,0,3,56,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,0,55,0,0,3,58,3,0,60,6,4,0,0,13,7,0,7,16,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,47,13,0,0,64,7,0,8,74,4,0,78
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,30,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,30,0,0,0,30,0,0,30,11,7,11,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,33,9,11,0,50,0,0,0,50,0,0,50
POA6328,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,7,0,0,7,28,4,0,0,33,0,0,0,33,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,42,0,0,0,42,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,44,0,0,0,44,3,0,48,17,0,3,0,17,0,0,0,17,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,51,4,3,0,65,0,0,0,65,7,0,71
POA6330,13,0,0,0,18,0,0,17,876,135,23,9,1046,25,12,40,1080,68,0,1147,1928,311,42,17,2301,34,9,39,2338,93,0,2426,109,23,27,3,161,0,0,0,161,0,0,164,13,8,3,26,51,3,0,3,55,0,0,59,2930,478,92,56,3556,63,17,75,3636,161,0,3795,22,3,0,0,24,6,0,6,24,0,0,24,33,0,3,3,40,12,0,12,54,3,0,61,54,3,3,3,62,21,0,21,81,3,0,87,2983,487,100,60,3621,82,17,94,3720,165,0,3883,1002,240,57,28,1329,33,14,48,1376,162,0,1545,4,0,0,0,3,0,0,0,3,0,7,6,3993,726,154,89,4961,112,32,140,5098,330,4,5436
POA6333,0,0,0,0,0,0,0,0,118,24,5,0,146,0,6,8,155,13,0,171,228,79,12,5,320,7,0,7,329,19,3,353,13,5,9,0,22,0,0,0,22,3,0,28,0,0,0,10,7,0,0,0,7,0,0,7,359,106,22,13,501,12,8,16,521,36,3,560,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,3,3,7,0,0,11,7,0,0,0,7,0,3,3,7,0,0,13,365,106,22,13,506,12,9,18,524,40,3,568,117,44,14,0,176,8,0,8,183,25,0,209,0,0,0,0,0,0,0,0,0,0,0,0,480,154,40,13,686,17,9,29,713,66,3,777
POA6335,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,29,0,4,0,36,7,0,7,37,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,4,0,50,7,0,7,50,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,4,0,50,7,0,7,50,3,0,55,58,5,0,0,63,0,0,3,69,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,105,5,3,0,111,5,0,6,118,4,0,123
POA6336,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,25,0,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0,35,0,0,35,4,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,48,0,0,0,48,0,0,48
POA6337,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,13,31,7,0,0,45,0,0,0,45,0,0,45,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,56,7,0,0,59,0,0,0,59,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,7,0,0,62,0,0,0,62,0,0,62,25,10,0,0,32,0,0,0,32,0,0,32,4,0,0,0,4,0,0,0,4,0,0,4,79,19,0,0,95,0,0,0,95,0,0,95
POA6338,0,0,0,0,0,0,0,0,23,4,0,0,27,0,0,0,27,0,0,27,33,5,0,0,40,0,0,0,40,0,0,40,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,63,12,0,0,74,0,0,0,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,12,0,0,74,0,0,0,74,0,0,74,10,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,78,13,0,0,87,0,0,0,87,0,0,87
POA6341,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,3,0,13,23,4,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,39,0,0,0,39,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,39,0,0,0,39,3,0,43,3,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,41,0,0,0,41,3,0,44
POA6343,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,21,0,4,0,23,0,0,0,23,0,0,23,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,38,0,0,0,38,0,0,38,8,0,0,0,8,0,0,0,8,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,47,0,4,0,52,0,0,0,52,0,3,57
POA6346,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,32,0,0,32,32,4,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,0,66,0,0,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,0,66,0,0,0,68,0,0,68,21,0,0,0,21,0,0,0,21,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,82,4,0,0,83,0,0,0,84,0,0,86
POA6348,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,4,0,12,26,9,4,0,38,0,0,0,38,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,30,7,4,0,47,0,0,0,47,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,4,0,53,0,0,0,53,4,0,53,37,0,0,0,37,6,0,6,40,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,66,8,8,0,87,6,0,6,90,11,0,106
POA6350,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,8,5,4,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,4,0,18,0,0,0,18,0,0,18,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,15,5,4,0,18,3,0,3,26,0,0,26,7,3,0,0,11,3,0,3,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,5,4,0,31,5,0,5,32,0,0,39
POA6351,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,18,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,0,0,22
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,21,0,0,3,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,22,0,0,0,22,0,0,22,4,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,28,0,0,3,34,0,0,0,34,0,0,34
