POA_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA6467,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,6,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,7,0,4,3,4,3,18,17,32
POA6468,0,3,3,33,26,55,0,0,0,0,0,0,6,4,12,29,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,68,60,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,28,77,0,0,0,0,0,0,52,28,77,22,12,36,147,103,250
POA6470,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,9,6,18
POA6472,0,0,0,33,22,57,0,0,0,3,4,8,0,0,0,18,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,7,4,3,3,5,3,4,3,73,59,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,32,0,0,0,0,0,0,22,14,32,6,6,12,96,79,177
POA6473,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,7,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,18,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,4,4,3,0,3,6,21,23,43
POA6475,0,0,0,43,46,96,0,0,0,0,0,0,0,0,0,48,39,91,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,7,19,0,0,0,0,0,0,11,6,17,3,4,5,0,0,0,117,118,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,71,59,133,0,0,0,0,0,0,71,59,133,17,19,33,211,189,399
POA6476,0,0,0,12,6,20,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,18,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,22,0,0,0,0,0,0,7,11,22,0,0,3,27,31,53
POA6477,0,0,0,35,26,61,0,0,0,4,0,3,0,0,0,22,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,3,10,9,15,9,4,8,0,0,0,80,65,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,89,0,0,0,0,0,0,52,43,94,21,18,37,155,120,273
POA6479,7,3,10,44,32,80,0,0,0,5,0,7,0,0,0,34,47,79,25,27,53,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,18,19,38,31,35,67,0,0,0,164,178,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,55,140,0,0,0,0,0,0,85,51,140,27,23,56,292,260,548
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,3,6,0,0,7,0,0,0,9,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,0,0,0,0,0,0,8,4,14,3,3,5,22,25,49
POA6484,0,0,0,11,3,15,0,0,0,0,0,0,0,0,0,13,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,3,0,3,0,0,0,33,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,27,0,0,0,0,0,0,23,7,27,18,3,23,75,24,96
POA6485,0,4,8,44,65,105,0,0,0,0,0,5,0,0,0,43,31,71,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,6,0,3,3,0,0,0,10,9,19,10,3,11,0,0,0,114,113,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,77,168,0,0,0,0,0,0,99,75,173,48,36,81,260,232,498
POA6487,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,3,0,0,0,16,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,0,0,0,0,0,0,10,4,18,7,0,10,35,14,50
POA6488,0,0,0,11,24,38,0,0,0,0,0,0,0,0,0,27,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,46,48,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,63,0,0,0,0,0,0,34,25,62,15,13,34,99,96,193
POA6489,0,0,0,19,9,30,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,32,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23,0,0,0,0,0,0,16,7,23,8,8,18,57,43,104
POA6490,0,0,3,37,22,58,0,0,0,0,0,3,0,0,0,16,27,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,4,3,4,5,7,0,5,0,0,0,63,62,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,97,0,0,0,0,0,0,50,46,98,18,13,26,132,118,257
POA6501,3,3,6,90,100,190,0,0,0,3,5,6,0,0,0,97,77,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,5,3,4,13,4,0,3,0,0,0,17,12,32,9,15,26,0,0,0,235,233,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,187,180,372,0,0,3,0,0,0,191,181,372,72,49,115,497,466,968
POA6502,4,7,11,112,140,256,0,0,0,8,9,12,0,0,0,103,106,210,3,3,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,7,4,3,8,11,6,21,3,0,7,3,3,6,17,12,34,21,24,41,0,0,0,291,318,608,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,217,197,414,0,0,3,5,0,6,224,197,421,63,71,139,593,593,1183
POA6503,25,12,35,200,240,447,0,0,0,6,9,24,0,0,0,218,205,420,0,0,0,0,0,0,3,5,4,0,3,3,3,0,3,0,0,0,10,4,15,5,8,12,14,14,32,0,0,0,0,0,3,61,63,128,29,47,72,0,0,0,556,608,1169,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,4,9,3,4,9,398,301,705,0,0,3,3,0,3,404,309,708,141,111,250,1140,1044,2177
POA6504,0,0,0,15,20,38,0,0,0,0,0,0,0,0,0,18,16,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,6,4,11,3,4,10,0,0,0,41,53,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,18,35,0,0,0,0,0,0,17,23,39,13,8,24,79,81,157
POA6505,0,0,0,16,6,19,0,0,0,0,0,0,0,0,0,15,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,6,11,5,4,4,0,0,0,37,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,35,0,0,0,0,0,0,23,18,37,5,4,7,62,50,114
POA6506,0,0,0,6,12,22,0,0,0,0,0,0,0,0,0,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,17,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,16,0,0,0,0,0,0,11,6,16,3,3,7,31,23,59
POA6507,0,0,0,95,77,174,0,0,0,6,4,8,0,0,0,41,37,76,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,4,5,9,0,0,0,6,4,7,11,14,26,4,3,9,0,0,0,180,154,328,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,49,134,0,0,0,0,0,0,89,51,139,39,24,63,307,230,536
POA6509,0,0,0,19,11,25,0,0,0,0,0,0,0,0,0,35,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,59,42,105,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,43,0,0,0,0,0,0,26,24,43,42,13,57,122,80,205
POA6510,0,0,3,218,247,468,0,0,0,25,12,42,0,0,0,256,260,512,0,0,0,4,3,5,4,5,13,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,16,9,24,0,0,0,4,4,11,34,44,75,19,22,40,7,0,7,588,630,1216,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,303,227,524,0,0,3,0,0,0,302,224,526,115,108,216,1006,968,1976
POA6511,0,5,9,56,52,115,0,0,0,0,3,3,0,0,0,50,46,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,14,21,0,0,0,0,0,0,14,13,28,9,8,12,0,0,0,133,136,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,117,58,178,0,0,0,0,0,0,117,63,177,35,32,70,292,235,527
POA6512,0,0,0,8,15,24,0,0,0,0,0,3,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,5,0,3,3,0,3,0,0,0,0,18,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,35,0,0,0,0,0,0,25,11,33,7,7,12,51,44,97
POA6513,0,0,0,33,30,59,0,0,0,0,0,0,0,0,0,25,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,3,7,14,3,0,3,0,0,0,65,67,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24,60,0,0,0,0,0,0,43,25,61,17,12,26,121,101,218
POA6514,3,5,4,95,89,181,0,0,0,0,4,8,0,0,0,58,49,103,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,6,10,18,0,0,0,0,0,0,18,8,24,0,3,5,0,0,0,183,164,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,88,217,0,0,0,0,0,0,126,88,215,38,37,75,350,292,648
POA6515,0,3,3,32,35,64,0,0,0,0,0,0,0,0,0,28,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,3,3,10,3,0,3,0,0,0,16,8,30,3,3,11,3,0,0,89,67,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,42,108,0,0,0,0,0,0,66,42,110,10,9,21,160,124,284
POA6516,8,17,30,188,175,362,0,0,0,3,5,5,0,0,0,116,158,269,3,0,3,0,0,0,10,6,16,0,0,0,7,4,14,0,0,0,6,5,14,0,0,6,18,21,34,3,4,6,0,0,0,21,30,53,13,16,26,0,0,0,391,426,815,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,394,320,713,3,6,10,0,6,3,395,324,722,94,96,187,894,867,1761
POA6517,0,0,0,44,40,87,0,0,0,6,4,7,0,0,0,38,37,76,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,3,0,0,0,10,6,19,0,3,3,0,0,4,15,18,35,8,4,12,0,0,0,133,120,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,40,98,0,0,0,0,0,0,58,44,104,24,18,46,214,184,405
POA6518,0,0,0,17,21,42,0,0,0,3,0,0,0,0,0,12,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,5,17,5,3,15,0,0,0,57,65,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,79,0,0,0,0,0,0,48,29,79,6,4,17,110,102,209
POA6519,0,0,0,72,74,141,0,0,0,3,0,0,0,0,0,56,47,102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,3,0,0,0,4,3,8,0,0,3,0,0,3,15,15,32,7,5,15,0,0,0,162,149,314,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,99,205,0,0,0,0,0,0,109,99,205,35,33,66,306,290,594
POA6521,0,0,0,55,41,101,0,0,0,0,0,4,0,0,0,24,21,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,12,0,0,0,0,5,8,14,19,36,10,10,19,0,0,0,107,106,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,50,112,0,0,0,0,0,0,65,50,112,12,8,23,186,167,352
POA6522,0,0,0,50,62,109,0,0,0,0,0,0,0,0,0,59,40,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,16,7,22,9,3,11,0,0,0,137,117,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,59,139,0,0,0,0,0,0,83,60,144,30,22,59,257,199,455
POA6525,8,23,32,433,488,916,0,0,0,10,9,22,0,0,0,350,340,688,3,9,8,3,4,6,0,0,0,0,0,0,9,8,18,0,0,0,11,10,17,5,8,11,34,33,72,4,7,14,11,12,22,68,101,170,22,27,49,0,0,0,966,1063,2027,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,634,530,1164,6,3,13,3,3,6,645,539,1178,173,150,321,1799,1772,3569
POA6528,0,3,3,40,44,90,0,0,0,3,0,5,0,0,0,50,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,3,5,7,3,0,8,0,3,3,112,118,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,57,52,105,0,0,0,0,0,0,57,54,110,35,31,62,203,205,405
POA6530,100,190,289,2462,2912,5373,0,0,0,172,177,348,0,0,0,4134,4562,8699,32,43,68,32,28,53,76,107,181,18,22,36,60,65,122,0,0,3,80,106,186,161,203,366,222,206,425,38,42,81,93,96,192,399,453,860,461,586,1050,10,10,19,8442,9635,18073,78,81,157,252,258,509,6,5,9,4,3,8,12,11,23,36,59,92,54,72,125,5220,4538,9755,44,32,76,20,31,53,5286,4605,9889,1752,1651,3401,15959,16492,32455
POA6532,28,40,68,572,654,1222,0,0,0,28,25,54,0,0,0,780,859,1643,0,4,4,3,7,11,21,21,39,0,0,0,13,19,32,0,0,0,12,7,14,30,44,73,67,45,111,5,6,9,6,18,25,103,89,192,91,99,183,3,5,11,1734,1898,3638,0,0,0,21,16,40,0,0,4,0,7,8,0,0,0,8,6,13,5,13,18,1062,878,1943,4,7,11,3,8,11,1066,893,1961,620,375,995,3470,3250,6725
POA6535,4,3,5,222,208,428,0,0,0,3,0,3,0,0,0,188,183,374,0,0,0,3,0,3,0,3,9,4,4,4,4,4,7,0,0,0,5,0,5,0,0,0,11,7,24,0,0,0,0,9,8,40,42,81,22,25,47,0,0,0,499,494,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,241,182,425,3,3,7,0,3,3,248,184,434,88,70,164,836,761,1596
POA6536,6,15,25,165,169,336,0,0,0,5,9,10,0,0,0,128,136,265,3,3,4,0,3,0,0,0,3,0,0,0,3,5,3,0,0,0,6,3,8,0,3,4,12,13,24,3,3,7,0,0,0,17,23,41,12,15,26,0,0,0,358,373,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,9,316,264,585,3,0,3,0,3,3,319,274,588,112,89,203,800,759,1557
POA6537,0,4,5,100,81,178,0,0,0,4,0,8,0,0,0,101,79,186,0,0,0,6,5,9,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,3,8,7,17,0,0,0,0,0,0,3,7,10,10,15,27,0,0,0,240,208,442,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,192,163,353,0,3,3,0,0,0,192,165,355,57,42,94,492,421,910
POA6556,7,11,16,185,233,418,0,0,0,14,14,25,0,0,0,154,140,295,0,7,7,8,6,9,10,10,21,0,0,0,0,4,9,0,0,0,10,10,18,0,4,4,21,15,32,0,0,3,0,3,3,18,26,42,44,46,93,0,0,0,465,510,982,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,8,3,6,9,450,368,817,4,3,5,3,3,5,457,368,828,104,92,196,1041,996,2034
POA6558,4,5,9,88,78,164,0,0,0,8,7,8,0,0,0,62,62,128,0,6,11,0,0,3,15,9,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,6,16,0,0,0,0,0,0,7,9,12,14,7,20,0,0,0,207,190,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,8,125,141,270,3,0,4,0,0,3,130,146,275,1904,46,1953,2255,392,2642
POA6560,3,6,9,121,141,261,0,0,0,5,4,11,0,0,0,152,149,298,0,0,3,4,0,4,0,0,5,0,9,4,3,3,3,0,0,0,5,3,7,0,3,3,10,9,24,0,4,8,3,4,4,18,22,44,7,15,24,0,0,0,331,373,704,3,3,4,0,0,3,0,0,0,0,0,0,0,0,0,3,4,9,3,4,9,231,227,460,3,0,3,0,0,0,237,234,465,77,76,156,662,689,1352
POA6562,5,6,10,153,142,297,0,0,0,6,16,25,0,0,0,100,99,197,0,0,3,0,0,0,0,0,3,0,0,0,3,7,6,0,0,0,0,0,0,7,3,10,17,13,33,0,0,0,0,0,0,16,31,48,16,23,41,0,0,0,324,333,660,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,259,208,463,0,0,0,0,0,3,262,208,466,56,58,109,646,607,1257
POA6564,0,4,8,34,29,59,0,0,0,0,0,0,0,0,0,25,32,59,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,3,0,0,0,5,6,14,3,0,3,0,0,0,75,81,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,74,44,112,0,0,0,0,0,0,74,44,120,17,8,20,168,145,310
POA6566,21,27,53,335,371,711,0,0,0,35,33,73,3,0,3,275,241,516,0,3,4,3,3,6,21,22,50,0,3,4,10,9,21,0,0,0,10,10,16,0,0,0,38,36,70,3,6,10,7,9,9,44,57,105,48,57,106,0,0,0,821,870,1695,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,9,11,15,9,11,15,567,512,1080,3,8,6,0,5,7,571,526,1094,212,197,410,1642,1631,3275
POA6567,0,0,0,35,46,86,0,0,0,6,4,14,0,0,0,29,20,56,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,7,10,16,6,3,11,0,0,0,92,98,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,7,88,73,159,0,0,0,0,0,0,90,71,162,28,27,58,217,200,417
POA6568,0,0,0,47,40,83,0,0,0,0,0,3,0,0,0,20,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,66,69,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,58,3,0,5,0,0,0,44,21,62,8,6,19,123,100,226
POA6569,0,0,0,41,39,77,0,0,0,0,4,0,0,0,0,22,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,77,65,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,44,96,0,0,0,0,0,0,57,44,96,22,13,34,149,120,272
POA6571,0,3,7,9,7,18,0,0,0,0,0,0,0,0,0,7,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,19,26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,26,0,0,0,0,0,0,10,18,26,0,0,0,32,39,75
POA6572,0,0,0,7,12,14,0,0,0,0,0,0,0,0,0,3,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,18,37,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,17,0,0,0,0,0,0,14,4,17,3,0,3,33,27,57
POA6574,0,0,0,13,17,25,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,21,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,23,0,0,0,0,0,0,16,10,23,6,8,14,45,39,84
POA6575,0,0,0,15,18,37,0,0,0,0,0,0,0,0,0,14,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,29,36,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,46,0,0,0,0,0,0,34,13,49,10,7,20,85,56,141
POA6603,3,3,3,152,148,300,0,0,0,3,9,13,0,0,0,103,116,220,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,3,0,3,3,13,16,0,0,0,0,0,3,30,29,60,13,18,33,0,0,0,315,335,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,223,161,384,0,0,5,0,0,0,226,162,387,42,24,62,586,524,1111
POA6605,0,0,0,10,4,15,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,15,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,9,0,0,0,26,15,40
POA6606,0,0,0,19,19,44,0,0,0,3,0,6,0,0,0,23,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,55,47,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,50,0,0,0,0,0,0,30,23,45,6,0,14,97,71,168
