POA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6211,3,16,0,5,4,0,0,0,0,30,0,9,0,0,0,0,0,0,0,14,16,124,8,17,28,9,0,3,6,205,0,0,0,0,0,0,0,0,0,3,6,26,3,13,24,0,0,0,0,79,11,14,10,36,19,9,4,3,0,101,12,7,24,75,42,22,3,16,0,210,3,0,3,0,4,0,0,6,0,18,6,0,0,4,16,5,0,6,0,47,0,0,0,6,3,0,0,0,0,12,3,4,0,6,6,10,0,3,0,36,65,216,49,165,156,59,14,37,9,774,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,10,15,3,3,3,3,0,0,0,47,0,3,0,0,0,0,0,0,0,3,4,25,3,5,4,0,0,0,0,40,0,12,0,0,0,0,0,0,0,18,39,179,11,20,32,6,8,7,4,312,0,0,0,0,0,0,0,0,0,3
POA6213,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,6,3,0,3,10,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,21,10,13,9,6,3,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,9,15,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
POA6214,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,3,0,11,8,6,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,8,10,15,11,12,19,5,3,5,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
POA6215,0,6,0,4,4,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,7,48,7,13,5,3,0,5,0,84,0,0,0,0,0,0,0,0,0,0,3,8,0,10,3,7,0,3,0,29,5,12,6,11,6,0,0,7,0,54,10,6,27,42,27,3,4,9,3,134,0,0,3,0,3,4,0,8,0,20,0,0,0,12,10,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,3,7,0,33,28,83,42,103,67,20,16,35,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,10,61,10,12,5,3,0,5,0,113,0,0,0,0,0,0,0,0,0,0
POA6218,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,6,3,3,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6220,3,7,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,12,52,10,6,8,0,0,27,0,116,0,0,0,0,0,0,0,0,0,0,5,5,0,4,5,3,0,3,0,24,3,6,7,17,8,3,0,9,0,54,11,10,18,49,35,10,0,18,0,154,0,0,0,8,3,0,0,3,0,17,3,0,0,5,9,3,0,6,0,27,0,0,0,0,0,0,0,8,0,11,0,0,3,9,4,5,0,9,3,29,45,91,41,94,73,24,6,81,6,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,3,14,0,0,0,0,3,0,0,22,0,3,0,0,0,0,0,0,0,5,29,67,16,9,15,3,7,79,0,229,0,0,0,0,0,0,0,0,0,0
POA6221,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,7,3,8,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,0,3,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,8,5,7,11,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
POA6224,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,4,4,0,0,0,0,17,7,0,11,20,11,0,0,4,3,49,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,17,10,25,24,5,0,4,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,0,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
POA6225,0,17,0,3,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,4,14,121,0,9,8,3,3,4,0,161,0,0,0,0,0,0,0,0,0,0,15,23,3,12,13,5,0,3,0,67,9,20,6,27,15,0,0,3,0,87,13,9,63,115,69,30,7,26,3,348,3,0,4,18,20,4,6,10,0,67,8,4,0,17,11,10,3,4,0,50,0,0,0,0,0,0,0,3,0,6,8,7,4,14,9,9,0,9,3,64,65,200,89,219,148,61,28,69,7,892,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,12,3,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,4,28,157,7,11,12,3,12,4,0,237,0,0,0,0,0,0,0,0,0,3
POA6226,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,25,0,0,4,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,4,3,0,3,3,0,0,0,0,15,0,0,3,9,17,3,0,0,0,32,0,0,0,0,0,0,0,0,0,7,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,6,14,26,7,0,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,30,0,0,4,0,0,3,0,53,0,0,0,0,0,0,0,0,0,0
POA6227,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,0,0,8,0,0,0,0,6,3,0,0,0,16,5,0,3,16,11,3,0,4,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,27,6,16,22,8,0,8,0,102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,24,3,0,0,0,0,3,3,39,0,0,0,0,0,0,0,0,0,0
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6230,16,181,0,12,15,0,0,3,0,235,6,44,0,3,3,0,0,0,0,54,116,1099,37,136,155,37,3,75,15,1669,0,0,3,5,4,0,0,0,0,14,41,132,18,95,103,21,9,13,0,427,56,78,56,218,117,53,7,35,4,622,92,112,206,520,388,169,20,133,12,1639,19,8,10,39,68,69,3,24,3,244,25,18,9,76,87,45,8,27,0,297,8,18,3,15,13,7,3,9,0,80,12,21,7,54,36,30,3,46,10,232,428,1895,358,1196,1003,445,55,365,53,5801,3,20,0,0,3,0,0,0,0,28,3,86,5,0,3,0,0,0,3,99,91,242,15,17,26,5,10,21,5,434,0,36,0,0,0,0,0,0,0,36,41,266,3,18,20,3,0,10,3,366,12,49,4,9,3,0,0,0,0,77,301,1747,139,181,195,73,33,138,28,2834,3,3,4,5,4,0,3,0,0,18
POA6232,0,19,0,9,0,0,0,0,0,29,4,7,0,0,0,0,0,0,0,12,24,188,3,24,28,7,3,10,0,282,0,0,0,3,0,0,0,0,0,3,10,22,4,18,12,3,0,4,0,75,15,17,8,61,31,15,0,0,0,159,25,28,75,158,121,73,15,22,6,531,0,3,0,9,19,18,0,9,0,66,8,5,7,24,27,16,0,10,0,91,0,0,3,3,4,3,0,0,0,12,0,3,3,3,5,7,0,4,0,30,91,317,105,319,254,143,24,65,10,1332,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,9,24,3,4,3,4,0,0,0,51,0,6,0,0,0,0,0,0,0,8,4,30,0,4,0,0,0,0,0,40,7,13,0,0,0,0,0,0,0,25,43,263,18,28,39,9,9,17,6,439,0,0,0,3,0,0,0,0,0,6
POA6233,4,56,0,9,6,3,0,0,0,82,0,14,0,0,0,0,0,0,0,20,59,424,14,45,67,21,0,9,3,642,0,0,0,0,0,0,0,0,0,3,11,57,10,41,33,9,0,11,0,175,36,30,23,89,69,26,3,16,7,295,47,35,93,236,195,99,23,54,9,779,4,3,4,13,35,28,4,12,3,107,13,7,4,42,33,11,0,16,0,128,0,3,0,7,3,0,0,3,0,22,5,7,7,20,10,13,3,12,4,85,187,697,161,504,450,213,34,143,30,2411,3,3,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,17,15,66,3,3,4,0,5,3,3,103,3,4,0,0,0,0,0,0,0,10,10,76,4,9,10,3,3,0,0,115,3,22,0,0,7,0,0,0,0,34,116,641,31,56,82,32,9,25,6,1010,0,0,0,0,0,0,0,0,0,9
POA6236,3,4,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,17,64,3,6,8,3,0,3,0,101,0,0,0,0,0,0,0,0,0,0,3,12,0,3,6,0,0,0,0,29,3,0,3,8,8,4,3,0,0,27,8,3,9,27,16,4,4,6,0,80,4,4,0,5,5,3,0,3,0,20,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,7,6,0,0,0,0,16,48,91,18,59,52,20,10,17,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,3,6,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,38,95,4,7,11,6,3,5,0,165,0,0,0,0,0,0,0,0,0,0
POA6237,0,3,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,13,54,3,5,20,0,0,3,0,102,0,0,0,0,0,0,0,0,0,0,11,14,0,3,8,0,0,3,0,42,8,8,0,14,9,0,0,3,0,40,8,10,10,32,35,9,0,8,3,111,0,0,0,0,6,3,0,0,0,17,0,0,0,11,6,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,7,0,4,0,24,41,103,15,67,95,21,3,23,3,382,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,26,91,4,5,20,3,0,10,0,160,0,0,0,0,0,0,0,0,0,0
POA6239,3,13,0,5,3,0,0,0,0,29,0,5,0,0,0,0,0,0,0,6,23,92,3,6,18,6,0,6,0,162,0,0,0,0,0,0,0,0,0,0,5,17,0,12,8,3,0,3,0,55,11,7,3,16,9,4,0,3,0,46,11,6,16,30,37,10,0,17,0,143,0,0,0,0,6,8,0,3,0,18,3,0,4,11,6,0,0,4,0,30,3,0,0,3,0,3,0,3,0,7,5,8,3,10,4,3,0,4,0,38,64,168,29,94,98,37,8,48,4,547,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,6,7,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,5,20,0,5,3,0,0,0,0,33,0,5,0,3,0,0,0,0,0,6,36,130,3,11,20,5,4,15,3,237,0,0,0,0,0,0,0,0,0,0
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6244,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,25,0,0,3,0,0,4,0,52,0,0,0,0,0,0,0,0,0,0,11,7,0,5,6,0,0,0,0,25,6,3,0,3,0,0,0,0,0,14,8,0,8,11,11,0,0,3,0,46,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,0,0,3,3,3,0,0,0,11,46,34,4,26,31,10,0,9,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,35,0,0,3,0,0,4,0,75,0,0,0,0,0,0,0,0,0,0
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,12,8,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
