region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6507,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,69,52,121,12,22,34,3,0,3,0,0,0,0,0,0,4,0,4,16,5,21,107,79,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,43,13,12,25,0,0,0,144,110,254
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,34,80,4,7,11,9,0,9,0,0,0,0,0,0,5,0,5,29,7,36,93,48,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,42,5,11,16,0,3,3,126,76,202
POA6510,0,0,0,12,3,15,0,0,0,0,0,0,0,0,0,338,268,606,31,37,68,18,3,21,6,0,6,8,3,11,9,7,16,43,42,85,465,363,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,34,70,32,50,82,14,9,23,550,456,1006
POA6511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,44,96,5,3,8,0,0,0,0,0,0,5,0,5,0,0,0,11,14,25,73,61,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,13,10,23,0,5,5,89,82,171
POA6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,3,3,6,3,0,3,0,0,0,0,0,0,8,3,11,6,5,11,41,29,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,14,4,18,3,3,6,0,3,3,64,39,103
POA6514,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,64,42,106,20,12,32,6,0,6,0,0,0,0,0,0,12,3,15,6,9,15,112,69,181,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,13,12,25,0,0,0,131,93,224
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,39,112,3,3,6,6,0,6,0,0,0,0,0,0,11,0,11,20,16,36,113,58,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,38,28,66,5,12,17,0,0,0,159,98,257
POA6516,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,207,154,361,16,15,31,7,0,7,0,0,0,8,10,18,18,0,18,12,23,35,281,202,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,48,46,94,0,4,4,343,263,606
POA6517,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,60,49,109,3,3,6,5,0,5,0,0,0,4,3,7,5,0,5,24,13,37,101,71,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27,5,10,15,4,3,7,127,94,221
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,21,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,23,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,28,16,44
POA6519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,51,135,6,7,13,3,0,3,3,0,3,3,0,3,3,3,6,22,13,35,124,74,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,35,25,60,0,18,18,0,3,3,159,123,282
POA6521,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,51,38,89,6,6,12,0,0,0,3,0,3,0,0,0,9,0,9,13,4,17,85,53,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,58,7,8,15,4,0,4,127,88,215
POA6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,45,124,4,4,8,5,0,5,0,0,0,0,0,0,7,3,10,15,12,27,110,64,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38,7,8,15,5,0,5,141,91,232
POA6525,0,0,0,18,3,21,0,0,0,0,0,0,4,3,7,458,370,828,46,46,92,23,0,23,4,3,7,4,5,9,24,10,34,42,45,87,623,485,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20,14,6,20,0,0,0,0,0,0,3,0,3,3,0,3,55,68,123,114,126,240,13,6,19,822,691,1513
POA6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45,92,3,4,7,4,0,4,0,0,0,0,0,0,3,0,3,3,0,3,60,49,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,10,12,22,9,11,20,0,0,0,82,72,154
POA6530,4,0,4,145,30,175,10,0,10,0,0,0,21,23,44,5223,4651,9874,481,502,983,152,3,155,122,18,140,153,46,199,152,35,187,241,249,490,6704,5557,12261,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,4,10,4,14,14,4,18,67,27,94,81,34,115,0,0,0,3,3,6,11,3,14,14,6,20,110,265,375,849,893,1742,130,92,222,7888,6847,14735
POA6532,0,0,0,34,6,40,3,0,3,3,3,6,0,3,3,898,786,1684,85,58,143,49,3,52,13,3,16,11,0,11,53,7,60,79,56,135,1228,925,2153,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,9,3,12,0,0,0,0,0,0,3,0,3,3,0,3,124,141,265,175,181,356,28,18,46,1567,1268,2835
POA6535,0,0,0,14,3,17,0,0,0,0,0,0,0,0,0,141,151,292,21,13,34,6,3,9,3,0,3,0,0,0,13,0,13,30,17,47,228,187,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,40,102,26,31,57,7,3,10,326,261,587
POA6536,0,0,0,8,0,8,0,0,0,0,0,0,3,0,3,156,158,314,16,14,30,10,3,13,3,3,6,7,14,21,15,0,15,43,36,79,261,228,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,36,54,49,42,91,8,5,13,343,311,654
POA6537,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,90,67,157,10,14,24,3,0,3,0,0,0,3,3,6,7,3,10,25,27,52,138,117,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,21,17,38,0,3,3,166,148,314
POA6556,0,3,3,15,10,25,0,0,0,0,0,0,0,0,0,299,306,605,28,15,43,21,3,24,4,0,4,0,0,0,8,3,11,9,9,18,384,349,733,0,0,0,0,0,0,0,0,0,10,8,18,0,0,0,3,0,3,13,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,16,11,27,0,0,0,0,0,0,0,0,0,0,0,0,22,32,54,65,64,129,5,4,9,492,460,952
POA6558,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,132,136,268,7,11,18,9,0,9,0,0,0,0,0,0,3,0,3,7,7,14,163,154,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,10,10,20,24,23,47,6,4,10,203,195,398
POA6560,0,3,3,4,4,8,0,0,0,0,0,0,0,0,0,173,155,328,32,19,51,11,0,11,3,3,6,0,0,0,11,0,11,11,12,23,245,196,441,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26,31,26,57,8,5,13,301,248,549
POA6562,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,154,136,290,13,15,28,13,3,16,8,0,8,0,0,0,5,0,5,10,5,15,211,162,373,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,0,3,0,0,0,3,0,3,17,29,46,34,49,83,7,3,10,275,248,523
POA6564,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,53,41,94,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,45,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,7,16,23,0,3,3,81,70,151
POA6566,3,5,8,17,6,23,0,0,0,0,0,0,5,0,5,362,349,711,31,39,70,30,0,30,3,0,3,3,0,3,22,4,26,23,23,46,499,426,925,0,0,0,0,0,0,0,0,0,7,8,15,0,0,0,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,13,8,21,0,0,0,0,0,0,0,0,0,0,0,0,48,56,104,91,105,196,9,11,20,660,606,1266
POA6567,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,39,41,80,0,4,4,4,0,4,0,0,0,0,0,0,6,3,9,0,0,0,53,51,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,14,11,25,0,0,0,83,78,161
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,51,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,8,11,42,29,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,30,6,5,11,0,0,0,67,45,112
POA6569,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,52,25,77,5,3,8,4,0,4,0,0,0,0,0,0,6,0,6,7,12,19,77,40,117,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28,9,5,14,0,0,0,103,62,165
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,52,0,3,3,0,0,0,0,0,0,0,0,0,4,0,4,17,5,22,53,28,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33,11,16,27,3,0,3,86,58,144
POA6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,134,316,10,5,15,13,0,13,3,0,3,4,0,4,3,0,3,38,25,63,253,164,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,44,27,29,56,0,0,0,303,214,517
POA6606,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,52,40,92,0,3,3,4,0,4,0,0,0,0,0,0,4,3,7,14,7,21,77,53,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,16,35,10,4,14,4,0,4,113,73,186
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,66,4,3,7,3,0,3,0,0,0,0,0,0,4,4,8,7,5,12,62,34,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38,12,9,21,3,0,3,98,60,158
POA6609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,81,201,5,12,17,6,0,6,4,0,4,4,0,4,4,0,4,13,22,35,156,115,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,7,15,22,5,0,5,177,137,314
POA6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,49,3,0,3,3,0,3,0,0,0,0,0,0,7,0,7,12,9,21,53,30,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,4,12,16,3,0,3,80,58,138
POA6620,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,29,22,51,3,3,6,4,0,4,0,0,0,3,0,3,0,3,3,3,7,10,45,35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,3,3,0,0,0,48,44,92
POA6623,3,0,3,91,8,99,0,0,0,0,0,0,0,0,0,224,136,360,58,22,80,24,3,27,0,0,0,7,0,7,37,7,44,58,41,99,502,217,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,56,43,99,31,26,57,16,5,21,612,294,906
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,14,41,0,0,0,0,0,0,0,0,0,5,0,5,7,0,7,3,3,6,45,17,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32,0,3,3,3,0,3,68,35,103
POA6630,0,0,0,11,5,16,0,0,0,0,0,0,0,0,0,74,48,122,14,7,21,12,0,12,0,0,0,0,0,0,5,3,8,20,12,32,136,75,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,9,3,12,3,0,3,155,84,239
POA6635,0,0,0,38,3,41,0,0,0,0,0,0,0,3,3,42,17,59,24,8,32,4,0,4,0,0,0,0,0,0,32,10,42,25,26,51,165,67,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,8,11,0,11,0,0,0,4,0,4,0,0,0,4,0,4,23,8,31,5,6,11,0,0,0,208,81,289
POA6638,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,67,50,117,9,11,20,8,0,8,0,0,0,4,3,7,9,0,9,15,20,35,128,84,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,8,5,13,12,8,20,3,0,3,157,97,254
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,21,16,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,24,19,43
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,32,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,8,18,26,37,29,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,3,3,6,0,0,0,43,39,82
POA6642,0,0,0,71,13,84,0,0,0,0,0,0,0,0,0,116,54,170,37,17,54,15,0,15,0,0,0,0,0,0,45,17,62,101,64,165,385,165,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,0,6,7,0,7,13,0,13,3,0,3,5,3,8,0,0,0,8,3,11,21,18,39,14,5,19,8,9,17,449,200,649
POA6646,0,0,0,173,27,200,0,0,0,0,0,0,0,0,0,103,16,119,60,15,75,5,0,5,0,0,0,0,0,0,92,16,108,64,71,135,497,145,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,21,3,24,27,3,30,0,0,0,5,4,9,0,0,0,5,4,9,5,3,8,20,3,23,9,0,9,563,158,721
POA6701,0,0,0,101,10,111,0,0,0,0,0,0,4,0,4,633,597,1230,88,82,170,29,0,29,15,13,28,31,30,61,22,12,34,141,154,295,1064,898,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,137,124,261,136,100,236,35,19,54,1383,1149,2532
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,3,3,6,0,0,0,0,0,0,0,0,0,4,0,4,16,21,37,35,31,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,3,3,6,3,0,3,49,41,90
POA6707,0,0,0,5,3,8,3,0,3,0,0,0,0,0,0,364,266,630,53,38,91,11,0,11,9,6,15,31,27,58,30,7,37,67,94,161,573,441,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,4,9,8,4,12,0,0,0,3,0,3,0,0,0,3,0,3,21,37,58,85,78,163,9,9,18,699,569,1268
POA6710,0,0,0,344,48,392,31,0,31,3,0,3,3,0,3,187,64,251,57,31,88,14,0,14,4,5,9,5,7,12,112,27,139,321,113,434,1081,295,1376,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,5,0,5,6,3,9,16,3,19,16,0,16,35,3,38,4,0,4,9,0,9,0,0,0,13,0,13,13,14,27,48,29,77,11,3,14,1201,344,1545
POA6713,0,0,0,11,3,14,0,0,0,0,0,0,3,3,6,252,183,435,39,19,58,10,0,10,6,0,6,6,3,9,8,6,14,23,23,46,358,240,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,8,0,0,0,0,0,0,3,0,3,3,0,3,3,9,12,51,34,85,3,3,6,423,289,712
POA6714,5,0,5,1306,167,1473,0,0,0,0,0,0,37,12,49,3045,2078,5123,670,340,1010,91,3,94,53,6,59,47,29,76,119,35,154,239,210,449,5612,2880,8492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,26,7,4,11,11,0,11,39,9,48,55,21,76,94,30,124,6,0,6,9,3,12,3,3,6,18,6,24,38,125,163,471,356,827,66,35,101,6299,3432,9731
POA6716,4,0,4,85,23,108,0,0,0,0,0,0,0,0,0,80,29,109,29,8,37,0,0,0,0,0,0,4,5,9,6,3,9,9,30,39,217,98,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,30,20,50,3,0,3,259,121,380
POA6718,0,0,0,16,7,23,3,0,3,0,0,0,0,0,0,77,65,142,22,13,35,3,0,3,3,0,3,0,0,0,13,3,16,7,17,24,144,105,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,8,24,4,3,7,164,123,287
POA6720,0,0,0,151,29,180,0,0,0,0,0,0,5,3,8,308,210,518,100,52,152,12,0,12,3,3,6,0,4,4,20,4,24,54,44,98,653,349,1002,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,5,4,9,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,92,61,153,10,4,14,772,427,1199
POA6721,0,0,0,171,27,198,0,0,0,0,0,0,8,3,11,1013,592,1605,175,80,255,43,0,43,15,4,19,15,5,20,70,25,95,146,95,241,1656,831,2487,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,7,6,0,6,0,0,0,9,4,13,36,9,45,48,13,61,3,0,3,7,0,7,6,0,6,16,0,16,20,41,61,139,89,228,22,12,34,1901,986,2887
