POA_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA6226,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,5,54,0,0,0,5,3,0,86,4,0,14,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,33,15,76,5,3,3,9,9,0,159,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6227,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,6,35,0,0,0,4,5,0,66,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,21,51,3,3,0,12,12,0,130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,5,0,0,4,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6230,18,72,29,6,12,6,7,15,5,161,18,43,26,3,5,10,13,22,3,149,255,275,1445,44,63,66,315,197,40,2687,97,35,469,10,19,20,95,118,9,874,28,29,35,14,8,8,36,48,0,205,32,278,18,31,3,3,20,7,6,405,57,198,3,11,10,6,19,11,3,327,179,195,53,25,75,68,56,55,8,726,38,91,16,85,16,19,19,34,7,313,8,30,25,3,6,8,6,9,3,92,27,4,143,13,3,21,37,69,3,312,0,0,0,0,0,0,0,5,0,5,3,18,27,6,5,3,18,7,3,92,10,9,48,3,14,7,32,52,32,207,784,1269,2334,260,238,250,662,654,109,6566,5,47,49,17,18,3,0,11,0,149,4,9,6,6,9,10,0,13,0,53,9,32,18,11,25,10,11,22,3,141,10,19,13,4,12,3,0,13,0,74,9,25,15,9,14,12,3,11,0,100
POA6232,4,9,3,0,0,0,0,4,0,20,5,9,16,0,0,3,4,3,0,45,35,44,502,8,19,23,96,51,20,807,12,4,107,4,4,3,26,30,3,196,6,10,7,0,4,0,0,8,0,43,9,26,4,6,0,0,6,6,0,57,3,27,3,3,0,0,8,0,0,48,25,25,14,3,19,12,26,11,0,137,4,15,0,15,8,0,3,3,3,53,6,5,3,0,0,0,7,3,0,19,3,0,32,3,3,5,22,10,0,73,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,7,3,0,27,0,0,13,0,0,0,9,9,11,50,125,174,715,50,61,55,209,143,38,1571,4,3,13,5,0,3,0,0,0,25,0,0,0,0,3,0,0,0,0,13,5,7,12,3,4,0,5,7,0,38,0,3,4,0,3,3,0,0,0,14,0,0,5,3,3,3,4,7,0,17
POA6233,6,19,10,0,3,0,3,4,0,50,14,14,16,0,3,4,6,8,0,54,113,120,824,27,41,28,147,81,20,1401,27,12,197,3,4,7,48,56,3,360,14,19,22,6,5,12,23,24,0,121,8,56,15,14,0,0,11,11,0,115,17,77,6,6,0,0,10,3,0,133,70,53,37,8,22,22,29,13,3,269,16,28,4,34,3,9,8,13,0,111,4,7,7,0,4,3,8,0,0,33,8,0,37,0,9,14,29,14,3,116,0,0,0,0,0,0,0,0,0,3,4,5,7,0,3,0,14,4,7,41,4,3,24,0,3,3,18,12,13,83,313,418,1214,107,100,100,355,240,56,2898,5,23,13,7,9,0,3,3,0,63,0,7,3,0,9,3,0,4,0,22,5,6,13,5,5,4,11,7,0,63,4,6,3,0,0,5,0,0,0,17,3,7,5,5,4,3,0,3,0,37
POA6236,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,21,16,88,4,7,0,25,12,0,168,3,0,19,0,0,0,9,10,0,38,11,6,3,0,0,0,3,5,0,25,7,7,0,0,0,0,0,0,0,18,0,11,0,4,0,0,3,0,0,17,19,11,0,0,0,3,3,4,0,36,0,3,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,21,74,62,112,13,10,8,47,30,3,362,0,3,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,10
POA6237,0,9,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,6,20,10,109,4,8,8,18,17,3,195,7,0,29,3,0,0,6,9,0,58,15,0,6,0,0,3,7,0,0,39,0,14,0,0,0,0,0,0,0,19,4,10,3,0,0,0,0,0,0,16,9,9,3,0,0,3,0,0,0,31,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,8,8,0,4,3,0,0,4,3,0,23,62,57,168,10,9,17,47,42,10,423,3,3,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
POA6239,6,3,5,0,3,0,4,0,0,21,0,0,3,0,0,0,0,3,0,6,36,20,137,3,4,5,39,16,7,263,10,0,32,0,0,0,7,9,0,60,15,5,7,3,0,0,8,7,3,50,3,16,0,3,0,0,3,0,0,22,7,16,3,0,0,0,0,0,0,21,10,4,4,0,4,6,6,3,0,40,3,3,0,5,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,10,4,0,9,0,0,0,7,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,10,0,0,3,11,9,3,40,95,76,207,25,17,18,82,54,12,577,6,4,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,0,0,3,0,21
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6244,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,16,0,29,0,0,0,6,10,3,64,8,0,4,0,0,0,0,0,0,13,30,4,0,0,0,0,0,8,0,39,0,5,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,9,6,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,67,11,39,3,3,7,10,22,4,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,3,0,15
POA6251,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,3,0,0,0,17,0,0,5,0,0,0,0,3,0,9,4,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,10,0,3,3,3,7,0,50,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6253,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,5,3,3,0,25,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,0,5,0,4,3,0,0,0,0,0,0,8,0,4,0,0,0,3,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,18,17,5,3,5,10,14,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,9,5,0,24,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,6,25,0,0,0,10,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6255,7,4,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,6,22,8,110,4,7,5,34,26,0,217,12,3,44,0,0,0,12,3,0,74,11,3,5,0,0,0,3,8,0,31,5,17,0,0,0,0,0,0,0,21,3,16,0,3,0,0,9,0,0,26,15,3,3,3,3,5,3,3,0,39,5,3,0,5,0,0,0,3,0,17,0,5,3,0,0,0,3,0,0,15,3,0,11,0,0,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,0,0,0,7,0,0,24,85,64,179,22,11,14,78,45,6,512,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,0,0,6,0,23
POA6256,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,3,3,0,29,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,9,17,6,23,0,0,3,8,4,5,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
POA6258,9,7,3,3,0,0,0,0,0,23,0,3,3,0,0,0,0,0,0,5,39,15,164,5,5,10,39,32,4,310,16,0,61,0,0,3,5,16,0,105,38,22,19,3,3,3,19,15,0,120,8,17,0,3,0,0,0,0,0,25,6,25,3,0,3,0,3,3,0,47,11,14,4,6,0,11,6,3,0,59,3,6,0,7,0,0,0,0,0,16,3,0,0,0,0,3,0,0,0,10,6,0,19,0,0,3,8,6,0,41,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,0,9,12,0,12,0,0,0,19,13,0,60,155,115,297,28,17,31,105,85,13,839,0,9,3,0,0,0,0,0,0,18,0,0,0,0,3,0,0,3,0,11,0,0,0,0,3,0,0,0,0,5,0,3,0,3,0,0,0,0,0,6,11,5,3,0,5,3,0,3,0,33
POA6260,3,3,0,4,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,18,3,18,3,0,0,9,8,0,55,12,0,3,0,0,0,0,0,0,11,11,3,4,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,9,9,4,0,0,0,0,0,3,0,13,0,0,0,4,0,0,0,3,0,13,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,14,70,21,35,12,0,3,15,25,4,186,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,13,0,0,0,8,3,0,35,0,0,3,0,0,0,3,0,0,10,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,21,3,23,3,0,0,9,12,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6271,3,11,7,0,0,0,0,0,0,18,0,0,5,0,0,0,0,0,0,6,10,19,99,5,3,0,24,22,4,198,8,0,34,0,0,0,3,12,0,52,11,9,3,0,0,0,0,8,0,31,4,11,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0,0,16,10,3,3,0,4,3,0,4,0,32,0,3,0,8,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,4,0,0,0,4,4,0,21,53,66,164,15,10,7,41,59,10,436,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,3,0,3,0,19
POA6275,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,22,0,0,0,7,3,3,57,10,0,13,0,0,0,0,0,0,20,4,3,0,0,0,0,0,5,0,16,0,5,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,20,40,4,6,7,17,12,5,150,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
POA6280,17,28,6,7,3,3,3,12,0,76,11,20,7,0,5,0,0,8,0,61,129,97,680,17,40,45,155,111,17,1293,84,13,410,16,7,13,60,62,12,676,86,21,63,3,10,7,29,40,4,259,16,101,11,23,4,0,6,9,0,166,28,104,9,11,6,3,11,6,0,176,118,108,37,31,42,55,28,27,4,440,22,40,22,39,6,7,9,12,0,159,4,23,12,9,3,8,4,3,0,61,43,4,117,14,6,13,40,37,3,275,0,0,3,0,0,0,0,0,0,3,6,3,4,0,0,4,8,0,0,37,14,6,43,0,3,3,14,18,18,116,579,572,1418,169,129,158,368,355,63,3812,10,21,18,13,18,10,0,5,0,88,0,3,0,0,8,7,0,0,0,24,7,7,11,0,6,4,6,3,0,43,6,15,4,5,3,3,0,4,0,35,14,15,13,6,16,3,4,17,0,86
POA6281,13,24,3,3,5,3,0,4,0,67,0,8,5,0,0,0,0,0,0,16,44,39,182,10,8,10,38,29,3,371,33,9,156,6,0,4,4,31,0,249,26,8,27,0,0,3,3,15,0,78,3,38,10,7,0,3,0,4,0,71,11,42,0,3,0,0,9,3,0,66,40,39,15,5,5,25,5,10,0,150,7,17,3,13,3,3,3,11,3,60,0,9,7,3,0,0,0,4,0,28,18,0,56,3,0,3,10,11,4,109,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,13,3,0,10,3,0,6,6,7,6,36,204,236,479,57,25,71,86,124,17,1298,5,15,4,4,10,3,0,4,0,43,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,0,0,9,0,7,0,7,0,0,0,3,0,19,5,11,0,4,5,0,0,0,0,27
